Diameter,Latitude,Longitude (West),Axial Ratio,Degradation,Geol. Unit,Note
8.36,-53.50,354.03,1.39,,ICT,
8.36,-19.31,101.83,1.14,,ST,
8.35,-1.63,194.62,1.00,,ICT,
8.35,-48.10,45.88,1.22,,ICT,
8.35,50.52,111.90,,3,ST,
8.34,-12.25,158.68,1.00,,ICT,
8.34,39.85,128.73,1.05,,ST,
8.34,-16.72,6.65,1.05,,RBT,
8.34,-24.92,286.30,1.00,,FBT,
8.34,-22.34,41.37,1.01,,ICT,
8.34,41.52,187.81,1.24,,DCT2,
8.34,-3.51,205.98,1.14,,ICT,
8.33,22.98,36.20,1.27,,ICT,
8.33,14.50,267.32,1.12,,FBT,
8.33,53.63,96.61,,4,ST,
8.33,-37.06,1.44,1.11,,ICT,
8.33,4.31,167.85,1.00,,ICT,
8.33,29.96,158.69,1.02,,DCT2,
8.33,57.54,172.28,,3,DCT2,
8.32,-14.95,114.32,1.12,,ST,
8.32,-0.26,157.36,1.11,,ICT,
8.32,1.19,158.69,1.00,,ICT,
8.32,-27.65,233.98,,4,ICT,
8.32,29.03,48.27,1.04,,ICT,
8.32,-0.82,325.11,1.01,,FBT,
8.32,-31.26,313.53,1.01,,FBT,
8.32,10.44,137.34,1.13,,ST,
8.31,37.38,145.66,1.11,,DCT2,
8.31,45.16,310.78,1.09,,ICT,
8.31,-19.75,188.45,1.08,,ICT,
8.31,-25.37,56.68,1.00,,ST,
8.31,-26.12,191.53,1.00,,ICT,
8.31,-29.47,250.56,1.01,,ICT,
8.31,-13.86,164.89,1.00,,ICT,
8.31,50.01,35.93,1.02,,ICT,
8.31,44.25,187.19,1.03,,DCT2,
8.31,17.45,239.16,1.05,,FBT,
8.31,54.58,50.66,1.25,,ICT,
8.30,30.52,338.27,1.00,,ICT,
8.30,-40.36,329.74,1.03,,FBT,
8.29,21.37,197.70,1.08,,DCT2,
8.29,-46.23,198.98,1.03,,ICT,
8.29,-7.40,189.48,1.00,,ICT,
8.29,-39.99,33.23,1.02,,ICT,
8.28,63.01,35.25,1.08,,ICT,
8.28,-38.83,70.07,1.00,,ST,
8.28,29.30,260.72,,3,FBT,
8.27,24.99,329.87,1.01,,ICT,
8.27,31.40,346.44,1.00,,ICT,
8.27,-8.62,54.67,1.14,,ST,
8.27,-42.34,224.89,1.28,,ICT,
8.27,-13.23,252.89,1.09,,ICT,
8.27,-13.17,157.77,1.00,,ICT,
8.26,46.68,6.08,1.01,,ICT,
8.26,-26.11,225.81,1.00,,FBT,
8.26,-60.97,6.98,1.00,,ICT,
8.26,-21.29,45.17,1.06,,ICT,
8.26,44.69,114.55,,3,ST,
8.26,-16.30,73.23,1.06,,ST,
8.25,39.79,332.49,1.00,,ICT,
8.25,36.57,97.35,,3,ST,
8.25,37.78,275.59,1.13,,FBT,
8.25,-15.27,7.17,1.04,,RBT,
8.25,0.29,161.25,1.04,,ICT,
8.25,67.11,52.33,,3,ICT,
8.25,49.48,267.80,1.04,,FBT,
8.25,73.94,167.58,,1,DCT1,
8.24,18.23,29.40,1.07,,ICT,
8.24,-38.18,267.52,1.22,,ICT,
8.24,-13.64,68.15,1.13,,ST,
8.24,40.81,51.64,1.03,,ICT,
8.24,5.02,190.92,1.00,,ICT,
8.24,2.95,154.96,1.13,,ICT,
8.23,65.34,65.05,,3,ST,
8.23,34.64,310.37,1.03,,ICT,
8.23,25.15,165.52,1.00,,DCT2,
8.23,-6.67,187.00,1.00,,ICT,
8.23,50.57,145.49,,4,DCT1,
8.23,-26.58,195.00,1.01,,ICT,
8.23,0.92,136.02,1.16,,ST,
8.22,32.91,313.47,1.18,,ICT,
8.22,6.31,30.57,1.08,,ICT,
8.22,35.81,342.94,1.15,,ICT,
8.22,43.69,203.98,1.14,,DCT2,
8.22,3.44,203.36,1.00,,ICT,
8.22,-6.42,145.80,1.23,,ICT,
8.21,31.97,207.67,1.23,,DCT2,
8.21,59.75,203.25,,4,DCT2,
8.21,55.88,4.06,1.12,,ICT,
8.21,-35.13,287.43,1.00,,FBT,
8.21,0.16,291.48,1.00,,FBT,
8.21,36.88,167.02,1.46,,DCT2,
8.21,20.54,252.34,1.05,,ICT,
8.20,22.77,169.86,1.03,,DCT2,
8.20,62.81,157.37,,3 ellipse,DCT1,
8.20,-21.88,8.93,1.01,,RBT,
8.20,-41.65,304.78,1.01,,FBT,
8.20,-35.49,322.65,1.33,,FBT,
8.19,13.41,180.15,1.15,,ICT,
8.19,48.95,246.49,,,FBT,
8.19,0.25,181.38,1.09,,ICT,
8.19,58.48,355.59,1.21,,ICT,
8.18,48.87,319.15,,4,ICT,
8.18,-54.53,8.89,1.25,,ICT,
8.18,44.94,269.18,1.01,,FBT,
8.18,-15.27,161.75,1.08,,ICT,
8.18,-32.10,196.11,1.00,,ICT,
8.17,27.55,16.97,1.05,,ICT,
8.17,29.85,206.70,1.10,,DCT2,
8.17,39.70,112.61,,3,ST,
8.17,-45.36,309.00,1.00,,FBT,
8.17,-22.04,230.69,,3,ST,
8.17,49.30,110.50,,2 ellipse,ICT,
8.16,49.87,266.51,1.01,,FBT,
8.16,11.92,240.35,1.11,,FBT,
8.16,-18.37,264.12,1.31,,ICT,
8.16,41.84,28.89,1.18,,ICT,
8.16,-18.55,252.87,1.14,,ICT,
8.16,-25.34,55.95,1.00,,ST,
8.15,-6.34,213.80,1.00,,FBT,
8.15,47.91,197.09,1.12,,DCT2,
8.15,22.37,79.92,1.02,,ST,
8.15,12.84,259.08,1.00,,ICT,
8.15,36.67,204.46,1.01,,DCT2,
8.15,6.85,32.92,1.17,,ICT,
8.15,-6.85,164.78,1.02,,ICT,
8.15,-42.33,214.54,1.00,,ICT,
8.15,68.00,173.19,,3,DCT1,
8.14,45.36,187.31,1.26,,DCT2,
8.14,41.50,41.67,1.04,,ICT,
8.14,23.26,316.44,1.00,,ICT,
8.14,23.72,106.58,1.12,,ST,
8.14,-13.92,53.38,1.11,,ST,
8.14,4.65,0.77,1.09,,ICT,
8.13,12.32,113.82,1.15,,ST,
8.13,39.51,114.79,1.07,,ST,
8.13,-51.07,257.39,1.13,,FBT,
8.13,-3.28,331.65,1.00,,ICT,
8.13,61.19,342.24,1.28,,ICT,
8.13,-0.98,178.84,1.15,,ICT,
8.13,-4.55,98.63,1.07,,ST,
8.13,51.95,350.11,1.19,,ICT,
8.13,77.52,161.48,,3,DCT1,
8.12,-5.80,96.47,,3,ST,
8.12,30.72,52.50,1.01,,ICT,
8.12,27.15,359.38,1.16,,ICT,
8.12,-18.41,18.56,1.21,,RBT,
8.12,40.08,64.92,1.27,,ICT,
8.12,39.37,189.57,1.04,,DCT2,
8.12,6.82,195.01,1.01,,ICT,
8.12,-51.63,358.71,1.01,,ICT,
8.11,2.96,292.83,1.27,,FBT,
8.11,-15.19,51.72,1.09,,ST,
8.11,42.17,119.91,1.17,,ST,
8.11,-7.80,197.43,1.01,,ICT,
8.11,-40.09,241.38,1.15,,ICT,
8.11,25.36,263.95,,2,FBT,
8.11,-19.85,191.19,1.06,,ICT,
8.10,47.40,136.65,1.14,,ST,
8.10,-10.34,326.62,1.00,,ICT,
8.10,23.32,173.93,1.02,,DCT2,
8.10,-25.52,204.16,1.11,,ICT,
8.10,-15.67,308.98,1.09,,FBT,
8.10,2.25,56.23,1.00,,ST,
8.10,-16.18,190.72,1.00,,ICT,
8.10,23.02,359.72,1.07,,ICT,
8.10,1.21,112.91,1.00,,ST,
8.10,-26.05,256.75,1.01,,ICT,
8.09,6.97,68.47,1.00,,ST,
8.09,-7.19,116.87,1.00,,ST,
8.09,54.97,85.80,,3,ST,
8.09,-23.79,184.43,1.08,,ICT,
8.09,64.73,237.71,,4,FBT,
8.08,-9.51,292.33,1.01,,FBT,
8.08,-58.09,264.23,1.05,,FBT,
8.08,-32.47,212.61,1.00,,ICT,
8.08,-57.29,30.91,1.00,,ICT,
8.08,44.88,337.82,1.03,,ICT,
8.08,27.40,358.57,1.03,,ICT,
8.08,-45.48,52.14,1.03,,ST,
8.08,10.80,167.41,1.00,,ICT,
8.08,-26.23,318.42,1.00,,FBT,
8.07,-0.87,192.34,1.00,,ICT,
8.07,57.20,155.87,,3 ellipse,DCT1,
8.07,42.16,23.92,1.01,,ICT,
8.07,-0.62,148.59,1.00,,ICT,
8.06,-14.73,84.08,1.03,,ST,
8.06,1.58,260.55,1.04,,ICT,
8.06,1.83,336.75,1.00,,ICT,
8.06,37.82,5.83,1.22,,ICT,
8.06,71.30,163.69,,3,DCT1,
8.05,46.17,61.06,1.00,,ICT,
8.05,-23.77,188.32,1.00,,ICT,
8.05,-4.31,146.11,1.00,,ICT,
8.05,52.88,116.75,,3,ST,
8.04,14.94,262.31,1.23,,ICT,
8.04,28.41,99.87,,2,ST,
8.04,0.21,44.92,1.04,,ICT,
8.04,-26.73,47.76,1.24,,ICT,
8.04,70.70,197.29,,3,DCT2,
8.04,-50.58,331.47,1.00,,FBT,
8.04,23.99,160.72,1.00,,DCT2,
8.04,-50.52,342.60,1.01,,ICT,
8.04,-1.32,154.24,1.20,,ICT,
8.03,21.89,293.71,1.02,,FBT,
8.03,6.17,57.82,1.00,,ST,
8.03,-59.64,30.25,1.01,,ICT,
8.03,19.53,176.40,1.10,,ICT,
8.03,33.90,27.25,1.00,,ICT,
8.03,27.02,262.50,,3,FBT,
8.03,16.23,193.66,1.10,,ICT,
8.03,45.37,170.81,1.00,,DCT2,
8.03,-1.43,313.89,1.06,,FBT,
8.03,-12.55,166.01,1.05,,ICT,
8.02,23.36,64.14,1.04,,ST,
8.02,16.57,269.82,1.00,,FBT,
8.02,60.36,216.74,,3,DCT2,
8.02,-12.82,351.45,1.00,,ICT,
8.02,7.71,223.96,1.13,,FBT,
8.01,-11.31,321.39,1.00,,ICT,
8.01,-56.97,275.37,1.02,,FBT,
8.01,43.57,157.09,1.31,,DCT2,
8.01,32.59,329.55,1.22,,ICT,
8.01,-55.59,348.10,1.00,,ICT,
8.01,28.46,51.35,1.18,,ICT,
8.01,46.23,183.87,1.17,,DCT2,
8.01,2.15,155.97,1.00,,ICT,
8.01,-34.07,278.41,1.06,,FBT,
8.00,15.27,272.20,1.03,,FBT,
8.00,47.33,323.66,1.04,,ICT,
8.00,-54.99,357.77,1.00,,ICT,
8.00,-3.46,49.05,1.12,,ST,
8.00,-53.81,18.83,1.09,,ICT,
8.00,52.37,93.42,,4,ST,
8.00,35.77,170.22,1.16,,DCT2,
8.00,7.17,109.23,1.16,,ST,
8.00,-19.69,83.63,1.01,,ST,
7.99,-16.86,265.60,1.29,,ICT,
7.99,8.62,288.49,1.00,,FBT,
7.99,19.71,71.24,1.04,,ST,
7.99,-13.11,59.84,1.11,,ST,
7.99,-47.71,47.64,1.12,,ST,
7.99,23.14,199.57,1.20,,DCT2,
7.99,42.44,196.62,1.01,,DCT2,
7.99,-20.45,264.53,1.19,,ICT,
7.98,9.23,259.10,1.14,,ICT,
7.98,-36.34,323.60,1.20,,FBT,
7.97,-11.05,224.58,1.01,,FBT,
7.97,12.52,168.14,1.03,,ICT,
7.97,7.84,220.99,1.11,,ICT,
7.97,2.24,218.94,1.04,,FBT,
7.97,51.66,104.26,,4,ST,
7.97,15.98,192.11,1.08,,ICT,
7.97,8.99,214.57,1.12,,ICT,
7.96,2.79,253.97,1.08,,ICT,
7.96,76.83,204.63,,2 ellipse,DCT2,
7.96,24.22,319.47,1.00,,ICT,
7.96,-23.14,269.25,1.04,,ICT,
7.96,-32.78,251.78,1.08,,ICT,
7.96,-11.59,162.99,1.00,,ICT,
7.96,53.93,80.98,,3,ST,
7.96,4.43,214.92,1.14,,ICT,
7.96,-55.46,299.68,1.01,,FBT,
7.95,20.49,201.99,1.16,,DCT2,
7.95,-41.34,35.41,1.10,,ICT,
7.95,54.51,158.42,1.04,,DCT1,
7.95,-62.49,46.45,1.02,,ICT,
7.95,14.66,171.82,1.06,,ICT,
7.94,-34.59,210.85,1.02,,ICT,
7.94,-25.79,72.49,1.03,,ST,
7.94,61.40,21.00,1.34,,ICT,
7.94,-20.77,328.05,1.00,,FBT,
7.94,-67.86,71.16,1.03,,ST,
7.94,27.53,164.97,1.10,,DCT2,
7.94,45.80,94.85,,secondary 2,ST,
7.94,48.17,322.96,1.27,,ICT,
7.94,60.91,119.88,,4,ST,
7.93,-19.02,233.12,,2,ICT,
7.93,46.51,54.15,1.01,,ICT,
7.93,0.66,30.46,1.01,,RBT,
7.93,-41.42,11.67,1.08,,ICT,
7.93,-49.42,20.53,1.04,,ICT,
7.93,-9.14,89.54,1.10,,ST,
7.93,-50.03,170.00,1.44,,ET,
7.93,16.89,204.15,1.03,,ICT,
7.93,-25.85,99.82,1.01,,ST,
7.92,29.71,322.02,1.01,,ICT,
7.92,-43.70,21.94,1.09,,ICT,
7.92,-40.36,297.17,1.11,,FBT,
7.92,27.46,77.90,1.16,,ST,
7.92,-2.09,165.97,1.05,,ICT,
7.92,34.64,167.21,1.02,,DCT2,
7.92,47.56,65.66,1.12,,ST,
7.92,30.33,142.73,1.00,,ICT,
7.91,40.29,303.81,1.11,,FBT,
7.91,57.75,27.83,1.09,,ICT,
7.91,-42.17,327.98,1.00,,FBT,
7.91,25.11,331.91,1.07,,ICT,
7.91,9.69,29.69,1.15,,ICT,
7.91,-33.98,10.16,1.15,,RBT,
7.91,-25.76,44.57,1.00,,ICT,
7.91,15.26,169.81,1.02,,ICT,
7.91,0.63,119.39,1.00,,ST,
7.91,74.49,121.15,,3,DCT1,
7.91,-23.72,206.06,1.10,,ICT,
7.91,43.21,139.46,1.00,,DCT2,
7.90,15.93,318.39,1.00,,FBT,
7.90,42.38,52.41,1.18,,ICT,
7.90,-24.92,45.94,1.05,,ICT,
7.90,3.18,355.59,1.00,,ICT,
7.90,-23.59,331.90,1.01,,FBT,
7.90,-1.70,75.18,1.01,,ST,
7.90,1.69,162.34,1.11,,ICT,
7.90,-14.94,174.40,1.05,,ICT,
7.90,-25.79,105.91,1.22,,ST,
7.90,51.87,346.08,1.16,,ICT,
7.90,-20.74,255.06,1.01,,ICT,
7.89,47.91,193.44,1.07,,DCT2,
7.89,-47.06,65.66,1.07,,ST,
7.89,0.99,293.77,1.00,,FBT,
7.89,55.66,60.28,,1 ellipse,ICT,
7.89,-50.93,153.83,1.40,,ET,
7.89,-27.29,163.44,,4,ICT,
7.89,-10.49,164.78,1.04,,ICT,
7.88,46.00,36.70,1.12,,ICT,
7.88,37.61,275.94,1.01,,FBT,
7.88,5.44,43.86,1.06,,ICT,
7.88,46.60,304.43,,3,FBT,
7.88,-54.30,345.86,1.04,,ICT,
7.88,25.14,320.56,1.08,,ICT,
7.88,-13.48,181.84,1.01,,ICT,
7.88,21.04,45.80,1.02,,ICT,
7.87,8.59,182.74,1.06,,ICT,
7.87,-62.83,41.24,1.00,,ICT,
7.87,29.00,175.32,1.24,,DCT2,
7.87,37.90,42.00,1.07,,ICT,
7.87,-67.53,349.80,1.02,,ICT,
7.87,58.12,193.88,,3,DCT2,
7.86,17.16,139.34,1.00,,ST,
7.86,-21.52,187.82,1.06,,ICT,
7.86,-19.25,60.31,1.00,,ST,
7.86,9.58,229.59,1.04,,FBT,
7.86,-56.30,336.23,1.00,,FBT,
7.86,51.25,29.87,1.11,,ICT,
7.86,59.86,220.09,,4 ellipse,DCT2,
7.85,19.59,319.35,1.00,,FBT,
7.85,37.59,24.38,1.01,,ICT,
7.85,25.61,318.95,1.00,,ICT,
7.85,59.92,356.64,1.18,,ICT,
7.85,-35.71,200.05,1.01,,ICT,
7.85,4.42,316.18,1.02,,FBT,
7.85,-33.07,195.90,1.01,,ICT,
7.85,16.80,240.82,1.06,,FBT,
7.85,30.01,218.93,1.21,,FBT,
7.85,-39.24,286.64,1.02,,FBT,
7.85,-25.85,230.01,,4,ICT,
7.84,47.66,312.56,1.20,,ICT,
7.84,-32.28,239.36,1.11,,ICT,
7.84,65.31,156.61,,3,DCT1,
7.84,-9.34,336.89,1.00,,ICT,
7.84,44.61,310.45,1.22,,ICT,
7.84,-22.10,312.04,1.18,,FBT,
7.84,59.15,51.00,,1,ICT,
7.84,16.32,4.21,1.16,,ICT,
7.84,4.21,292.61,1.01,,FBT,
7.84,32.56,35.92,1.04,,ICT,
7.84,42.44,254.86,,3,FBT,
7.83,44.70,33.94,1.00,,ICT,
7.83,-36.81,265.38,1.24,,ICT,
7.83,35.82,23.41,1.07,,ICT,
7.83,-29.16,343.80,1.11,,ICT,
7.83,46.48,248.35,,,FBT,
7.83,59.15,33.90,1.37,,ICT,
7.83,32.64,29.98,1.06,,ICT,
7.82,1.06,146.15,1.00,,ST,
7.82,-30.02,165.69,,2 ellipse,ICT,
7.82,-5.36,93.03,1.01,,ST,
7.82,-35.69,238.71,1.00,,ICT,
7.82,31.98,35.96,1.08,,ICT,
7.82,-22.00,275.30,1.00,,FBT,
7.82,66.36,1.20,,2,ICT,
7.82,34.04,89.11,,2,ST,
7.82,-3.66,254.51,1.20,,ICT,
7.82,-27.45,195.61,1.01,,ICT,
7.82,15.31,232.70,1.02,,FBT,
7.82,-34.00,238.77,1.01,,ICT,
7.81,26.51,303.61,1.28,,ICT,
7.81,25.04,247.94,1.01,,ICT,
7.81,-32.08,57.02,1.01,,ST,
7.81,36.85,130.32,1.16,,ST,
7.81,31.40,175.03,1.02,,DCT2,
7.81,47.70,146.72,1.04,,DCT2,
7.81,14.08,122.29,1.00,,ST,
7.81,-10.44,97.19,1.20,,ST,
7.81,-3.98,238.06,1.01,,FBT,
7.81,76.13,182.39,,3,DCT1,
7.81,33.15,331.51,1.47,,ICT,
7.81,66.91,16.85,,3,ICT,
7.81,58.58,21.83,1.11,,ICT,
7.80,-8.94,5.39,1.09,,RBT,
7.80,-4.12,322.90,1.17,,FBT,
7.80,70.81,212.02,,4 ellipse,DCT2,
7.80,-50.55,12.24,1.11,,ICT,
7.80,56.96,149.34,,3 ellipse,DCT1,
7.80,-5.55,118.73,1.00,,ST,
7.80,11.56,278.65,1.03,,FBT,
7.80,-27.11,203.15,1.00,,ICT,
7.80,-43.23,207.00,1.00,,ICT,
7.80,-55.10,352.69,1.00,,ICT,
7.80,-19.51,208.43,1.01,,FBT,
7.80,-28.60,263.62,1.12,,ICT,
7.80,24.07,174.09,1.00,,DCT2,
7.79,-64.95,28.76,1.03,,ICT,
7.79,-56.45,22.04,1.00,,ICT,
7.79,24.79,172.05,1.10,,DCT2,
7.79,-52.73,32.59,1.09,,ICT,
7.79,6.80,167.37,1.14,,ICT,
7.79,-19.17,325.83,1.00,,FBT,
7.79,15.32,204.73,1.00,,ICT,
7.79,17.93,141.68,1.00,,ST,
7.79,-47.47,69.74,1.03,,ST,
7.79,48.83,208.81,1.29,,DCT2,
7.78,13.10,264.24,1.13,,ICT,
7.78,26.21,207.20,1.48,,DCT2,
7.78,51.45,203.29,1.19,,DCT2,
7.78,27.39,245.60,1.10,,FBT,
7.78,71.87,156.16,,1,DCT1,
7.78,25.22,170.70,1.01,,DCT2,
7.78,-6.98,328.12,1.00,,ICT,
7.78,-7.03,58.94,1.00,,ST,
7.78,34.29,326.97,1.03,,ICT,
7.78,20.84,218.10,1.01,,ICT,
7.78,12.09,300.91,1.17,,FBT,
7.78,25.93,93.47,,3,ST,
7.78,-22.48,56.48,1.08,,ST,
7.78,7.85,262.21,1.15,,ICT,
7.77,33.80,177.17,1.08,,DCT2,
7.77,36.79,147.88,1.01,,DCT2,
7.77,22.36,292.01,1.02,,FBT,
7.77,61.16,153.22,,2,DCT1,
7.77,5.90,67.31,1.06,,ST,
7.77,-7.62,109.94,1.00,,ST,
7.77,-47.19,300.94,1.00,,FBT,
7.77,49.97,4.60,1.06,,ICT,
7.77,-44.42,240.91,1.13,,ICT,
7.76,13.57,267.74,1.06,,FBT,
7.76,-15.52,282.97,1.15,,FBT,
7.76,35.75,253.02,1.12,,FBT,
7.76,15.18,264.14,1.07,,ICT,
7.75,13.65,28.50,1.18,,ICT,
7.75,44.88,127.92,1.06,,ST,
7.75,65.22,218.73,,3,DCT2,
7.75,10.37,274.64,1.24,,FBT,
7.75,42.40,156.16,1.03,,DCT2,
7.75,56.02,157.14,,3,DCT1,
7.75,-20.53,352.70,1.04,,ICT,
7.75,16.04,248.38,1.03,,FBT,
7.75,-10.83,49.49,1.09,,ST,
7.75,15.79,118.02,1.23,,ST,
7.74,-25.03,113.34,1.20,,ET,
7.74,68.05,81.44,,3,ST,
7.74,39.22,165.98,1.02,,DCT2,
7.74,6.89,270.01,1.04,,FBT,
7.73,39.68,99.30,,3,ST,
7.73,-29.63,311.86,1.00,,FBT,
7.73,43.53,195.57,1.03,,DCT2,
7.73,36.20,305.69,1.19,,FBT,
7.73,44.37,19.01,1.07,,ICT,
7.72,-21.63,111.56,1.15,,ET,
7.72,9.02,41.93,1.16,,ICT,
7.72,-3.64,163.51,1.00,,ICT,
7.71,32.05,65.02,1.11,,ST,
7.71,54.35,267.26,1.11,,FBT,
7.71,2.21,319.05,1.11,,FBT,
7.71,27.16,332.01,1.09,,ICT,
7.71,-22.25,203.93,1.00,,FBT,
7.71,-26.58,314.71,1.00,,ICT,
7.71,-26.51,76.11,1.00,,ST,
7.71,14.22,269.61,1.30,,FBT,
7.71,49.54,189.78,1.08,,DCT2,
7.71,-42.75,52.13,1.05,,ST,
7.71,-42.73,0.98,1.06,,ICT,
7.71,31.98,259.67,,1,FBT,
7.71,38.66,336.55,1.02,,ICT,
7.71,-58.73,341.44,1.00,,ICT,
7.71,1.07,195.77,1.34,,ICT,
7.71,-59.67,66.39,1.01,,ST,
7.70,12.78,114.49,1.04,,ST,
7.70,64.84,242.41,,3,FBT,
7.70,-59.64,67.33,1.00,,ST,
7.70,32.40,25.18,1.01,,ICT,
7.70,44.54,111.11,,4,ST,
7.70,30.58,129.45,1.33,,ST,
7.70,-44.41,317.87,1.01,,FBT,
7.70,72.20,109.13,,2,ST,
7.69,14.31,241.00,1.02,,FBT,
7.69,-28.37,193.04,1.00,,ICT,
7.69,10.26,329.92,1.00,,FBT,
7.69,73.58,128.67,,3 ellipse,DCT1,
7.69,-18.44,154.32,1.04,,ICT,
7.69,49.58,68.06,,2 ellipse,ST,
7.68,-9.90,340.63,1.09,,ICT,
7.68,31.49,32.16,1.43,,ICT,
7.68,-21.48,52.27,1.00,,ST,
7.68,25.68,246.21,1.22,,FBT,
7.68,6.59,166.49,1.00,,ICT,
7.68,-27.25,41.95,1.02,,ICT,
7.68,-13.96,165.53,1.00,,ICT,
7.68,11.42,206.42,1.14,,ICT,
7.67,48.07,179.64,1.13,,DCT2,
7.67,66.08,219.63,,2 ellipse,DCT2,
7.67,26.04,256.85,1.25,,ICT,
7.67,28.32,321.96,1.03,,ICT,
7.67,31.99,357.75,1.03,,ICT,
7.67,62.52,16.40,,3,ICT,
7.67,29.71,19.78,1.08,,ICT,
7.67,29.19,159.57,1.16,,DCT2,
7.67,-32.47,238.08,1.11,,ICT,
7.66,-6.57,267.25,1.00,,FBT,
7.66,51.46,13.49,1.12,,ICT,
7.66,-33.94,86.66,1.02,,ST,
7.66,-6.39,251.21,1.03,,ICT,
7.66,42.36,116.67,1.21,,ST,
7.66,55.82,31.09,1.09,,ICT,
7.66,40.16,274.79,1.03,,FBT,
7.66,37.02,126.28,1.02,,ST,
7.66,-15.00,261.55,1.03,,ICT,
7.66,19.40,215.85,1.59,,ICT,
7.66,-67.13,50.99,1.04,,ICT,
7.66,-44.89,48.57,1.03,,ST,
7.66,29.02,138.29,1.06,,ST,
7.66,-22.13,185.73,1.00,,ICT,
7.65,46.09,179.26,1.18,,DCT2,
7.65,-17.26,178.18,1.17,,ICT,
7.65,35.64,323.02,1.01,,ICT,
7.65,-21.54,250.95,1.16,,ICT,
7.65,-1.20,194.36,1.02,,ICT,
7.65,14.69,42.45,1.07,,ICT,
7.65,-23.56,146.22,1.00,,ET,
7.65,-7.58,341.25,1.01,,ICT,
7.65,47.72,219.90,1.09,,FBT,
7.65,-0.01,86.36,1.16,,ST,
7.64,-38.69,260.04,1.01,,ICT,
7.64,13.32,171.30,1.16,,ICT,
7.64,8.93,319.00,1.05,,FBT,
7.64,-44.59,0.88,1.04,,ICT,
7.64,-25.12,353.34,1.03,,ICT,
7.64,9.52,154.28,1.18,,ICT,
7.64,-24.99,313.28,1.04,,FBT,
7.64,-22.90,169.74,,4,ICT,
7.64,-35.87,263.17,1.10,,ICT,
7.63,13.41,142.62,1.00,,ST,
7.63,10.19,34.60,1.15,,ICT,
7.63,30.79,253.23,1.36,,FBT,
7.63,43.56,32.01,1.08,,ICT,
7.63,50.32,335.66,1.53,,ICT,
7.63,15.98,140.35,1.08,,ST,
7.63,-33.99,271.82,1.02,,ICT,
7.63,-3.52,94.17,1.15,,ST,
7.63,26.78,182.75,1.00,,ICT,
7.62,-24.90,225.12,1.07,,FBT,
7.62,-6.82,259.93,1.03,,ICT,
7.62,15.18,49.93,1.00,,ICT,
7.62,-33.51,344.64,1.00,,ICT,
7.61,-46.54,48.37,1.00,,ST,
7.61,46.75,178.54,1.12,,DCT2,
7.61,22.83,42.55,1.10,,ICT,
7.61,7.77,237.99,1.03,,FBT,
7.61,-16.27,49.78,1.00,,ST,
7.61,-3.37,119.75,1.00,,ST,
7.61,-3.97,187.88,1.00,,ICT,
7.61,-19.25,190.29,1.01,,ICT,
7.61,41.48,52.43,1.01,,ICT,
7.61,29.51,1.32,1.30,,ICT,
7.61,58.04,152.87,,3,DCT1,
7.61,-7.52,343.84,1.00,,ICT,
7.61,-36.52,241.44,1.16,,ICT,
7.60,62.67,135.55,,4,DCT1,
7.60,-29.94,1.45,1.02,,ICT,
7.60,31.66,34.24,1.05,,ICT,
7.60,-20.87,256.20,1.40,,ICT,
7.60,15.02,69.93,1.09,,ST,
7.60,68.79,198.93,,4,DCT2,
7.59,-26.98,234.97,,2,ICT,
7.59,-34.44,351.37,1.02,,ICT,
7.59,-24.21,193.97,1.00,,ICT,
7.59,-56.87,8.39,1.02,,ICT,
7.59,-60.11,341.20,1.10,,ICT,
7.59,45.54,262.98,1.09,,FBT,
7.59,36.92,196.21,1.05,,DCT2,
7.58,35.10,354.89,1.05,,ICT,
7.58,-7.05,324.88,1.00,,ICT,
7.58,-24.77,208.25,1.07,,ICT,
7.58,12.57,46.57,1.16,,ICT,
7.58,-46.76,123.33,1.00,,ET,
7.58,-50.42,25.96,1.00,,ICT,
7.58,-10.15,346.15,1.32,,ICT,
7.58,6.48,259.94,1.03,,ICT,
7.58,-19.89,313.34,1.06,,FBT,
7.58,-7.97,70.17,1.00,,ST,
7.58,1.62,337.54,1.00,,ICT,
7.58,21.80,161.33,1.27,,DCT2,
7.57,62.97,234.93,,4,FBT,
7.57,-41.57,63.67,1.00,,ST,
7.57,10.62,63.65,1.00,,ST,
7.57,-23.59,349.75,1.13,,ICT,
7.57,-5.63,249.39,1.04,,ICT,
7.57,-48.35,131.30,1.08,,ET,
7.57,21.48,210.36,1.23,,DCT2,
7.57,-5.92,147.27,1.00,,ICT,
7.57,47.08,2.62,1.05,,ICT,
7.56,8.77,156.95,1.00,,ICT,
7.56,-4.13,143.20,1.03,,ST,
7.56,37.95,265.18,,4,FBT,
7.56,30.19,135.04,1.13,,ST,
7.56,7.20,31.71,1.41,,ICT,
7.56,38.66,132.84,1.15,,ST,
7.56,15.29,193.24,1.11,,ICT,
7.56,61.65,120.49,,3,ST,
7.56,-13.01,284.19,1.04,,FBT,
7.56,33.12,166.79,1.09,,DCT2,
7.55,46.12,24.88,1.12,,ICT,
7.55,39.12,210.41,1.09,,DCT2,
7.55,-31.73,240.58,1.07,,ICT,
7.55,37.01,322.33,1.02,,ICT,
7.55,-5.79,161.34,1.00,,ICT,
7.54,-20.41,265.23,1.16,,ICT,
7.54,27.63,316.00,1.15,,ICT,
