OID_,Shape_Length,Shape_Area
969,16.306153364816151,21.158904644518497
970,18.453234368040974,27.097868516844912
971,36.409800244208533,105.493749508578460
972,23.008561087257764,42.127826685387710
973,30.485014047159037,73.954215578646270
974,24.815671814835998,49.005204964906220
975,23.435606857831090,43.706149185766918
976,22.794649971889761,41.348141264212664
977,19.423684860936440,30.022951348089858
978,22.017226736408645,38.575837689245816
979,34.256415474312242,93.384322105523268
980,40.129843842622030,128.151907679141175
981,33.158480562259008,87.494223028991655
982,28.849702242458385,66.232752878341870
983,23.411185880625080,43.615109020491737
984,31.205402049725201,77.490720826926037
985,27.041560573723029,58.190707619808798
986,30.331764726481133,73.212543196150321
987,16.625829604208956,21.996662243300154
988,19.860900850994515,31.389761986034664
989,20.400876628698782,33.119806823444719
990,21.926045850167313,38.256987747464692
992,22.119760495756996,38.935968021710543
993,17.874810765896207,25.425707208691328
994,59.871266300807619,285.250900078201994
995,19.892982341857380,31.491252215756013
996,18.638120674232027,27.643585640415246
997,19.273692771763873,29.561059788883725
999,20.042879511990474,31.967624659512978
1000,21.583141365682003,37.069732025786585
1002,23.814226983047622,45.129769302847649
1003,35.339153209499209,99.380782875958815
1004,30.436543034389654,73.719228909714502
1005,26.657170176337214,56.548127030267416
1006,32.067644190859909,81.832204023693890
1007,29.164578714481614,67.686420979918665
1009,40.526742160690091,130.699378568567823
1010,42.390235231587802,142.995308520986470
1011,19.273692771763873,29.561059788883725
1012,18.481174823610239,27.179989620118540
1013,20.894005661605231,34.740299007921152
1014,25.415202683151694,51.401677321819207
1015,47.889951671481441,182.506750873333488
1016,42.275906725083750,142.225018207385006
1017,20.323854440024036,32.870195538184738
1018,23.067728966866017,42.344773683560916
1019,21.898030836000952,38.159287928887977
1020,26.199839957457915,54.624492215122629
1021,18.946717743667222,28.566570593421936
1022,28.783309385700836,65.928256026946912
1023,19.290354709409026,29.612192432842342
1024,19.368241934767454,29.851801061400920
1025,24.089511270828886,46.179169075619754
1026,26.332083135397088,55.177315991075680
1027,43.730228010108490,152.178612306000133
1028,30.093809297599531,72.068331090398232
1029,20.710484098701212,34.132699469522130
1030,24.890393186223900,49.300764077171408
1031,29.941430820158597,71.340350135301193
1032,23.661281068556370,44.551942560526996
1033,14.473211638950298,16.669399747488555
1034,17.419162362028398,24.145970758493352
1035,30.852788278929143,75.749361036410107
1036,16.197792130498645,20.878619448247385
1037,35.425939805377851,99.869504856096739
1038,34.484300229078414,94.630900104951237
1039,20.703785200588076,34.110622293941383
1040,22.232001304474345,39.332110851272560
1041,22.655527352517097,40.844961156417789
1042,26.105942715328030,54.233657908930219
1044,21.172260494478767,35.671764601137042
1045,28.995019406558701,66.901667648259803
1046,19.428085847672346,30.036557991790119
1047,22.191067839131211,39.187407959958207
1048,39.777929752739063,125.914135749412068
1049,21.975390849276021,38.429377725548711
1050,19.455157230795546,30.120323082185184
1051,34.326559436635542,93.767143984314274
1052,18.536443558172021,27.342798515959494
1053,19.280901259260599,29.583175984366317
1055,18.475811743167842,27.164217103299737
1056,17.819670710057267,25.269083171240368
1057,24.576009886408986,48.063222108595468
1058,15.902662523774476,20.124718831393277
1059,21.350963928845538,36.276477487458713
1060,16.188260555064556,20.854054670265100
1062,20.846192875982222,34.581485041201198
1063,24.335489498333683,47.127055798179576
1064,22.857598648636248,41.576826914935069
1065,20.670453444095198,34.000878909005166
1066,33.442092645010646,88.997340186636450
1067,26.301197747230987,55.047954908198015
1068,36.478639292831225,105.893035108796937
1070,17.264053297670415,23.717869336452310
1071,39.838133276978930,126.295563906163636
1072,27.513747213893332,60.240646164375988
1073,26.408453019962181,55.497837228407590
1074,36.464082904504934,105.808541134962709
1075,34.205335725847121,93.106038968879972
1076,34.600064829570123,95.267322837231575
1077,25.002331290888122,49.745196060430011
1078,21.709817458424020,37.506149431844307
1079,26.225732776740628,54.732514326061185
1080,29.442645600943571,68.983273419631530
1081,18.399093607996715,26.939094507446921
1082,18.683314497774752,27.777808830808631
1083,19.766835563027701,31.093129445768934
1084,17.630264190246887,24.734764313152670
1085,18.895240466963450,28.411553602947752
1086,29.943203319877469,71.348796925582590
1087,40.798311571928977,132.456878616823758
1088,33.525437886464488,89.441495875896152
1089,25.069516876557444,50.012903145308684
1090,18.619594547808784,27.588657995542508
1091,14.417402253915398,16.541091627019849
1092,18.481396840472421,27.180642657851614
1093,22.980193076661973,42.024009162775513
1096,18.741094500268066,27.949885758314394
1097,23.091396212887528,42.431708838132799
1098,20.570824774931229,33.673909906603818
1099,18.054504059097425,25.939479808712303
1101,50.034099775976401,199.215128792381591
1102,27.314610117285369,59.371790690844222
1103,24.909677922902016,49.377188789394495
1104,21.912976280921580,38.211393267324752
1105,17.117817145827715,23.317763961471059
1106,15.589907027724122,19.340922577546959
1107,21.882593999089018,38.105506738899074
1108,25.036760732952583,49.882293562378933
1109,29.470696484318314,69.114780864283972
1110,22.781568659097722,41.300697432569727
1111,23.276440328364828,43.114491127680111
1112,18.421390971808560,27.004427590928177
1113,18.884891807013080,28.380440901135778
1114,16.888334686600739,22.696756067399047
1115,29.590980364596163,69.680112564670580
1116,32.353612646136774,83.298215799888013
1117,53.008978234779377,223.608857300808523
1118,25.607678239982643,52.183180407967072
1119,16.785906299605852,22.422277596777395
1120,20.213518900474508,32.514268349921352
1121,15.933553265709298,20.202978844273250
1122,15.867503205073440,20.035829412457243
1124,15.865195282667779,20.030001428540530
1125,17.063852566760673,23.170975403783554
1126,28.050377197204693,62.613437487382697
1127,18.648357622164855,27.673960340368996
1128,20.800032076756793,34.428503477348244
1129,27.306700989285584,59.337412670784531
1130,20.288783051619934,32.756850036345341
1131,20.195785848267420,32.457244700631335
1132,20.098127210063144,32.144103476489690
1133,23.060383238659810,42.317809289041143
1134,18.913901326723160,28.467699574947083
1135,19.947721178311063,31.664797451776526
1136,20.610065016946244,33.802502969105127
1137,23.437371287616671,43.712730567242673
1138,43.959029945168908,153.775212670567868
1139,29.742093382659920,70.393604162212839
1140,42.439817974002331,143.330019855402867
